R18A1603.285533
U-C_VOL_ 16/10/2018 03:28:55 16/10/2018 03:28:55 0170 23.7534 38.0631 0.0 60.0 15.0 1013.0
10.0 160.0 25.0  00.0 -10.0 00.2  00.0
0000013 0020 0000013 0000 10
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000013 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000013 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000013 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000013 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000013 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000013 4.3651 BC1
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000013 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000013 4.3651 BC1
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000013 4.3651 BC2
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000013 4.3651 BC2
0 (mV), 1 (counts), 2 (mV), 3 (counts), 4 (mV), 5 (counts), 6 (mV), 7 (counts), 8 (counts), 9 (counts)
9.4017,19.0000,0.0000,0.0000,9.7267,37.0000,0.0000,0.0000,18.0000,0.0000
9.3735,25.0000,0.0000,0.0000,9.7380,43.0000,0.0000,0.0000,16.0000,0.0000
9.4393,18.0000,0.0000,0.0000,9.7342,45.0000,0.0000,0.0000,27.0000,0.0000
9.4581,19.0000,0.0000,0.0000,9.7492,46.0000,0.0000,0.0000,23.0000,0.0000
9.4581,28.0000,0.0000,0.0000,9.7455,69.0000,0.0000,0.0000,37.0000,0.0000
9.1575,51.0000,0.0000,0.0000,9.7586,95.0000,0.0000,0.0000,70.0000,0.0000
9.5896,80.0000,0.0000,0.0000,9.7286,94.0000,0.0000,0.0000,86.0000,0.0000
9.5708,86.0000,0.0000,0.0000,9.7887,91.0000,0.0000,0.0000,83.0000,0.0000
9.2608,90.0000,0.0000,0.0000,9.7793,88.0000,0.0000,0.0000,92.0000,0.0000
9.7398,101.0000,0.0000,0.0000,10.3334,96.0000,0.0000,0.0000,83.0000,0.0000
10.5851,97.0000,0.0000,0.0000,11.8287,88.0000,0.0000,0.0000,93.0000,0.0000
10.8951,97.0000,0.0000,0.0000,12.6571,96.0000,0.0000,0.0000,87.0000,0.0000
10.7448,95.0000,0.0000,0.0000,12.7736,89.0000,0.0000,0.0000,90.0000,0.0000
11.1299,89.0000,0.0000,0.0000,13.3878,92.0000,0.0000,0.0000,89.0000,0.0000
12.0691,94.0000,0.0000,0.0000,18.9969,88.0000,0.0000,0.0000,97.0000,0.0000
17.2537,89.0000,0.0000,0.0000,40.5147,90.0000,0.0000,0.0000,86.0000,0.0000
30.8444,92.0000,0.0000,0.0000,81.6418,93.0000,0.0000,0.0000,97.0000,0.0000
49.4787,95.0000,0.0000,0.0000,129.2439,93.0000,0.0000,0.0000,92.0000,0.0000
67.3805,10.0000,0.0000,0.0000,171.4812,24.0000,0.0000,0.0000,49.0000,0.0000
84.4839,23.0000,0.0000,0.0000,198.0952,11.0000,0.0000,0.0000,46.0000,0.0000
99.3425,39.0000,0.0000,0.0000,200.0000,33.0000,0.0000,0.0000,42.0000,0.0000
109.6647,26.0000,0.0000,0.0000,200.0000,27.0000,0.0000,0.0000,31.0000,0.0000
119.0382,34.0000,0.0000,0.0000,200.0000,43.0000,0.0000,0.0000,42.0000,0.0000
123.5090,35.0000,0.0000,0.0000,200.0000,35.0000,0.0000,0.0000,42.0000,0.0000
126.6554,55.0000,0.0000,0.0000,200.0000,48.0000,0.0000,0.0000,44.0000,0.0000
131.5770,49.0000,0.0000,0.0000,200.0000,52.0000,0.0000,0.0000,43.0000,0.0000
324.1570,30.0000,0.0000,0.0000,200.0000,33.0000,0.0000,0.0000,21.0000,0.0000
971.1186,47.0000,0.0000,0.0000,200.0000,49.0000,0.0000,0.0000,4.0000,0.0000
1000.0000,19.0000,0.0000,0.0000,200.0000,62.0000,0.0000,0.0000,0.0000,0.0000
1000.0000,15.0000,0.0000,0.0000,200.0000,54.0000,0.0000,0.0000,3.0000,0.0000
1000.0000,13.0000,0.0000,0.0000,200.0000,46.0000,0.0000,0.0000,3.0000,0.0000
1000.0000,9.0000,0.0000,0.0000,200.0000,44.0000,0.0000,0.0000,2.0000,0.0000
996.0083,14.0000,0.0000,0.0000,200.0000,48.0000,0.0000,0.0000,1.0000,0.0000
428.8532,14.0000,0.0000,0.0000,200.0000,43.0000,0.0000,0.0000,0.0000,0.0000
35.3996,11.0000,0.0000,0.0000,200.0000,42.0000,0.0000,0.0000,3.0000,0.0000
7.1663,9.0000,0.0000,0.0000,200.0000,40.0000,0.0000,0.0000,0.0000,0.0000
29.8676,7.0000,0.0000,0.0000,149.0072,36.0000,0.0000,0.0000,2.0000,0.0000
8.1995,3.0000,0.0000,0.0000,33.8123,33.0000,0.0000,0.0000,0.0000,0.0000
8.5188,7.0000,0.0000,0.0000,45.5696,32.0000,0.0000,0.0000,0.0000,0.0000
14.3609,8.0000,0.0000,0.0000,8.5207,31.0000,0.0000,0.0000,0.0000,0.0000
8.6221,3.0000,0.0000,0.0000,10.9853,28.0000,0.0000,0.0000,0.0000,0.0000
9.7868,6.0000,0.0000,0.0000,26.4150,33.0000,0.0000,0.0000,0.0000,0.0000
11.8249,7.0000,0.0000,0.0000,15.0596,37.0000,0.0000,0.0000,3.0000,0.0000
9.8056,5.0000,0.0000,0.0000,14.7628,37.0000,0.0000,0.0000,0.0000,0.0000
10.1531,2.0000,0.0000,0.0000,18.5855,35.0000,0.0000,0.0000,1.0000,0.0000
10.9796,8.0000,0.0000,0.0000,16.3314,37.0000,0.0000,0.0000,0.0000,0.0000
10.5476,4.0000,0.0000,0.0000,17.3232,49.0000,0.0000,0.0000,1.0000,0.0000
10.7166,1.0000,0.0000,0.0000,18.1084,43.0000,0.0000,0.0000,1.0000,0.0000
10.7636,5.0000,0.0000,0.0000,16.8780,35.0000,0.0000,0.0000,0.0000,0.0000
10.2846,2.0000,0.0000,0.0000,16.9062,46.0000,0.0000,0.0000,0.0000,0.0000
10.0780,2.0000,0.0000,0.0000,17.1560,48.0000,0.0000,0.0000,0.0000,0.0000
9.8713,6.0000,0.0000,0.0000,16.9419,39.0000,0.0000,0.0000,0.0000,0.0000
9.6177,5.0000,0.0000,0.0000,16.9137,35.0000,0.0000,0.0000,0.0000,0.0000
9.4017,3.0000,0.0000,0.0000,16.7352,34.0000,0.0000,0.0000,0.0000,0.0000
9.3360,3.0000,0.0000,0.0000,16.7296,29.0000,0.0000,0.0000,0.0000,0.0000
9.5614,2.0000,0.0000,0.0000,17.3382,28.0000,0.0000,0.0000,1.0000,0.0000
9.5520,4.0000,0.0000,0.0000,18.1234,26.0000,0.0000,0.0000,0.0000,0.0000
9.5896,1.0000,0.0000,0.0000,18.3282,24.0000,0.0000,0.0000,0.0000,0.0000
9.8619,2.0000,0.0000,0.0000,18.0464,26.0000,0.0000,0.0000,0.0000,0.0000
9.9465,0.0000,0.0000,0.0000,18.1629,17.0000,0.0000,0.0000,0.0000,0.0000
10.0686,6.0000,0.0000,0.0000,18.2831,16.0000,0.0000,0.0000,0.0000,0.0000
10.2188,0.0000,0.0000,0.0000,17.6144,16.0000,0.0000,0.0000,0.0000,0.0000
10.1437,1.0000,0.0000,0.0000,17.2368,22.0000,0.0000,0.0000,0.0000,0.0000
9.8150,1.0000,0.0000,0.0000,17.2819,18.0000,0.0000,0.0000,0.0000,0.0000
9.5520,1.0000,0.0000,0.0000,16.9926,14.0000,0.0000,0.0000,0.0000,0.0000
9.4017,1.0000,0.0000,0.0000,16.6056,14.0000,0.0000,0.0000,0.0000,0.0000
