R18A1603.432314
U-C_VOL_ 16/10/2018 03:43:23 16/10/2018 03:43:23 0170 23.7534 38.0631 0.0 160.0 15.0 1013.0
10.0 160.0 25.0  00.0 -10.0 00.2  00.0
0000014 0020 0000014 0000 10
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000014 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000014 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000014 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000014 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000014 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000014 4.3651 BC1
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000014 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000014 4.3651 BC1
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000014 4.3651 BC2
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000014 4.3651 BC2
0 (mV), 1 (counts), 2 (mV), 3 (counts), 4 (mV), 5 (counts), 6 (mV), 7 (counts), 8 (counts), 9 (counts)
9.4104,24.0000,0.0000,0.0000,9.7401,40.0000,0.0000,0.0000,23.0000,0.0000
9.4628,22.0000,0.0000,0.0000,9.7384,47.0000,0.0000,0.0000,26.0000,0.0000
9.4628,28.0000,0.0000,0.0000,9.7401,46.0000,0.0000,0.0000,22.0000,0.0000
9.4366,28.0000,0.0000,0.0000,9.7384,58.0000,0.0000,0.0000,27.0000,0.0000
9.4802,20.0000,0.0000,0.0000,9.7418,85.0000,0.0000,0.0000,44.0000,0.0000
9.3058,50.0000,0.0000,0.0000,9.7279,99.0000,0.0000,0.0000,69.0000,0.0000
9.5761,82.0000,0.0000,0.0000,9.7279,103.0000,0.0000,0.0000,92.0000,0.0000
9.5936,88.0000,0.0000,0.0000,9.7820,105.0000,0.0000,0.0000,86.0000,0.0000
9.4104,99.0000,0.0000,0.0000,9.7610,102.0000,0.0000,0.0000,96.0000,0.0000
9.8116,93.0000,0.0000,0.0000,10.3070,99.0000,0.0000,0.0000,95.0000,0.0000
10.5791,95.0000,0.0000,0.0000,12.0443,96.0000,0.0000,0.0000,97.0000,0.0000
10.7186,101.0000,0.0000,0.0000,13.1641,105.0000,0.0000,0.0000,99.0000,0.0000
10.8844,99.0000,0.0000,0.0000,13.0298,99.0000,0.0000,0.0000,93.0000,0.0000
11.0501,96.0000,0.0000,0.0000,13.9351,105.0000,0.0000,0.0000,100.0000,0.0000
11.9833,105.0000,0.0000,0.0000,22.4019,90.0000,0.0000,0.0000,98.0000,0.0000
16.8585,99.0000,0.0000,0.0000,49.2325,96.0000,0.0000,0.0000,94.0000,0.0000
30.1762,101.0000,0.0000,0.0000,95.1369,99.0000,0.0000,0.0000,108.0000,0.0000
50.6018,102.0000,0.0000,0.0000,146.8045,107.0000,0.0000,0.0000,92.0000,0.0000
72.1612,93.0000,0.0000,0.0000,190.7099,106.0000,0.0000,0.0000,99.0000,0.0000
92.7874,93.0000,0.0000,0.0000,200.0000,101.0000,0.0000,0.0000,96.0000,0.0000
111.0937,96.0000,0.0000,0.0000,200.0000,103.0000,0.0000,0.0000,93.0000,0.0000
124.8299,94.0000,0.0000,0.0000,200.0000,98.0000,0.0000,0.0000,87.0000,0.0000
133.5426,104.0000,0.0000,0.0000,200.0000,92.0000,0.0000,0.0000,101.0000,0.0000
138.4790,103.0000,0.0000,0.0000,200.0000,106.0000,0.0000,0.0000,100.0000,0.0000
142.9618,106.0000,0.0000,0.0000,200.0000,87.0000,0.0000,0.0000,105.0000,0.0000
146.7120,94.0000,0.0000,0.0000,200.0000,94.0000,0.0000,0.0000,93.0000,0.0000
147.9243,105.0000,0.0000,0.0000,200.0000,102.0000,0.0000,0.0000,94.0000,0.0000
148.3255,99.0000,0.0000,0.0000,200.0000,100.0000,0.0000,0.0000,93.0000,0.0000
148.1859,105.0000,0.0000,0.0000,200.0000,106.0000,0.0000,0.0000,100.0000,0.0000
144.1828,94.0000,0.0000,0.0000,200.0000,103.0000,0.0000,0.0000,94.0000,0.0000
140.7727,90.0000,0.0000,0.0000,200.0000,101.0000,0.0000,0.0000,94.0000,0.0000
141.3483,102.0000,0.0000,0.0000,200.0000,94.0000,0.0000,0.0000,102.0000,0.0000
137.6417,97.0000,0.0000,0.0000,200.0000,105.0000,0.0000,0.0000,91.0000,0.0000
132.2868,105.0000,0.0000,0.0000,200.0000,99.0000,0.0000,0.0000,101.0000,0.0000
131.4146,103.0000,0.0000,0.0000,200.0000,103.0000,0.0000,0.0000,100.0000,0.0000
129.6267,101.0000,0.0000,0.0000,200.0000,96.0000,0.0000,0.0000,95.0000,0.0000
124.9869,108.0000,0.0000,0.0000,200.0000,99.0000,0.0000,0.0000,95.0000,0.0000
119.4139,101.0000,0.0000,0.0000,200.0000,101.0000,0.0000,0.0000,92.0000,0.0000
114.3729,91.0000,0.0000,0.0000,200.0000,98.0000,0.0000,0.0000,97.0000,0.0000
110.1954,97.0000,0.0000,0.0000,200.0000,105.0000,0.0000,0.0000,90.0000,0.0000
104.0031,99.0000,0.0000,0.0000,200.0000,97.0000,0.0000,0.0000,102.0000,0.0000
98.1772,104.0000,0.0000,0.0000,200.0000,101.0000,0.0000,0.0000,95.0000,0.0000
97.1830,97.0000,0.0000,0.0000,200.0000,96.0000,0.0000,0.0000,95.0000,0.0000
96.4329,97.0000,0.0000,0.0000,198.6290,98.0000,0.0000,0.0000,89.0000,0.0000
92.6391,100.0000,0.0000,0.0000,196.3283,104.0000,0.0000,0.0000,98.0000,0.0000
90.4326,93.0000,0.0000,0.0000,192.3653,98.0000,0.0000,0.0000,95.0000,0.0000
86.4731,96.0000,0.0000,0.0000,187.4307,98.0000,0.0000,0.0000,94.0000,0.0000
82.6443,96.0000,0.0000,0.0000,182.3530,96.0000,0.0000,0.0000,99.0000,0.0000
79.4959,96.0000,0.0000,0.0000,176.4242,90.0000,0.0000,0.0000,91.0000,0.0000
75.3445,94.0000,0.0000,0.0000,171.0501,95.0000,0.0000,0.0000,99.0000,0.0000
73.0856,109.0000,0.0000,0.0000,163.1868,102.0000,0.0000,0.0000,98.0000,0.0000
70.4867,96.0000,0.0000,0.0000,154.4375,103.0000,0.0000,0.0000,96.0000,0.0000
67.9313,102.0000,0.0000,0.0000,147.5231,101.0000,0.0000,0.0000,94.0000,0.0000
64.8264,95.0000,0.0000,0.0000,140.5233,99.0000,0.0000,0.0000,92.0000,0.0000
62.8728,91.0000,0.0000,0.0000,133.3665,101.0000,0.0000,0.0000,95.0000,0.0000
61.8612,92.0000,0.0000,0.0000,127.9871,109.0000,0.0000,0.0000,93.0000,0.0000
59.9599,98.0000,0.0000,0.0000,124.3869,99.0000,0.0000,0.0000,98.0000,0.0000
57.9191,99.0000,0.0000,0.0000,120.8355,101.0000,0.0000,0.0000,93.0000,0.0000
58.6342,89.0000,0.0000,0.0000,116.3562,86.0000,0.0000,0.0000,101.0000,0.0000
56.2271,91.0000,0.0000,0.0000,110.7466,103.0000,0.0000,0.0000,100.0000,0.0000
52.9217,98.0000,0.0000,0.0000,106.9824,102.0000,0.0000,0.0000,95.0000,0.0000
52.6949,95.0000,0.0000,0.0000,102.3670,92.0000,0.0000,0.0000,90.0000,0.0000
50.0959,94.0000,0.0000,0.0000,97.8946,102.0000,0.0000,0.0000,97.0000,0.0000
49.4157,104.0000,0.0000,0.0000,95.8835,96.0000,0.0000,0.0000,94.0000,0.0000
49.7384,89.0000,0.0000,0.0000,92.8798,97.0000,0.0000,0.0000,93.0000,0.0000
45.7091,95.0000,0.0000,0.0000,89.2691,96.0000,0.0000,0.0000,90.0000,0.0000
42.2815,94.0000,0.0000,0.0000,88.8767,104.0000,0.0000,0.0000,92.0000,0.0000
40.1884,96.0000,0.0000,0.0000,85.7963,93.0000,0.0000,0.0000,90.0000,0.0000
38.9848,95.0000,0.0000,0.0000,79.0877,99.0000,0.0000,0.0000,86.0000,0.0000
38.4179,92.0000,0.0000,0.0000,76.0998,97.0000,0.0000,0.0000,83.0000,0.0000
37.3626,90.0000,0.0000,0.0000,75.4840,96.0000,0.0000,0.0000,91.0000,0.0000
36.6126,90.0000,0.0000,0.0000,73.3839,98.0000,0.0000,0.0000,87.0000,0.0000
35.0863,91.0000,0.0000,0.0000,71.1931,91.0000,0.0000,0.0000,86.0000,0.0000
34.0485,89.0000,0.0000,0.0000,68.3551,95.0000,0.0000,0.0000,88.0000,0.0000
33.8392,89.0000,0.0000,0.0000,65.5364,100.0000,0.0000,0.0000,93.0000,0.0000
34.1968,95.0000,0.0000,0.0000,63.7014,96.0000,0.0000,0.0000,88.0000,0.0000
33.3072,95.0000,0.0000,0.0000,61.9676,101.0000,0.0000,0.0000,86.0000,0.0000
31.3361,99.0000,0.0000,0.0000,60.7884,92.0000,0.0000,0.0000,85.0000,0.0000
30.7867,87.0000,0.0000,0.0000,59.0895,91.0000,0.0000,0.0000,89.0000,0.0000
29.8099,91.0000,0.0000,0.0000,56.3283,93.0000,0.0000,0.0000,82.0000,0.0000
28.9552,82.0000,0.0000,0.0000,56.0370,98.0000,0.0000,0.0000,98.0000,0.0000
28.5802,87.0000,0.0000,0.0000,55.6253,92.0000,0.0000,0.0000,93.0000,0.0000
27.3068,86.0000,0.0000,0.0000,54.1793,96.0000,0.0000,0.0000,85.0000,0.0000
26.5917,95.0000,0.0000,0.0000,53.5357,94.0000,0.0000,0.0000,88.0000,0.0000
26.7138,85.0000,0.0000,0.0000,51.5350,98.0000,0.0000,0.0000,84.0000,0.0000
26.6178,85.0000,0.0000,0.0000,50.2006,91.0000,0.0000,0.0000,84.0000,0.0000
26.2254,86.0000,0.0000,0.0000,49.2098,103.0000,0.0000,0.0000,85.0000,0.0000
25.9899,88.0000,0.0000,0.0000,47.1010,97.0000,0.0000,0.0000,81.0000,0.0000
25.6149,87.0000,0.0000,0.0000,44.4340,91.0000,0.0000,0.0000,78.0000,0.0000
24.9608,85.0000,0.0000,0.0000,44.2369,92.0000,0.0000,0.0000,81.0000,0.0000
24.1497,92.0000,0.0000,0.0000,44.6572,93.0000,0.0000,0.0000,70.0000,0.0000
23.9491,80.0000,0.0000,0.0000,42.7856,95.0000,0.0000,0.0000,79.0000,0.0000
22.8066,83.0000,0.0000,0.0000,41.4094,92.0000,0.0000,0.0000,76.0000,0.0000
22.4315,89.0000,0.0000,0.0000,40.7797,92.0000,0.0000,0.0000,87.0000,0.0000
23.0508,82.0000,0.0000,0.0000,39.2866,95.0000,0.0000,0.0000,69.0000,0.0000
22.8414,82.0000,0.0000,0.0000,39.4785,90.0000,0.0000,0.0000,92.0000,0.0000
21.9693,85.0000,0.0000,0.0000,39.7907,88.0000,0.0000,0.0000,70.0000,0.0000
21.9519,73.0000,0.0000,0.0000,39.1610,93.0000,0.0000,0.0000,79.0000,0.0000
22.3094,88.0000,0.0000,0.0000,38.0900,93.0000,0.0000,0.0000,72.0000,0.0000
21.6728,90.0000,0.0000,0.0000,36.1852,98.0000,0.0000,0.0000,62.0000,0.0000
20.8006,79.0000,0.0000,0.0000,35.2869,93.0000,0.0000,0.0000,82.0000,0.0000
20.6698,81.0000,0.0000,0.0000,34.6747,82.0000,0.0000,0.0000,76.0000,0.0000
20.4518,63.0000,0.0000,0.0000,34.6869,21.0000,0.0000,0.0000,81.0000,0.0000
20.5826,67.0000,0.0000,0.0000,33.6979,21.0000,0.0000,0.0000,80.0000,0.0000
20.4867,58.0000,0.0000,0.0000,32.2589,44.0000,0.0000,0.0000,77.0000,0.0000
19.4488,78.0000,0.0000,0.0000,32.5711,38.0000,0.0000,0.0000,84.0000,0.0000
17.9836,63.0000,0.0000,0.0000,32.8571,57.0000,0.0000,0.0000,82.0000,0.0000
18.5941,56.0000,0.0000,0.0000,31.4216,29.0000,0.0000,0.0000,77.0000,0.0000
19.2918,38.0000,0.0000,0.0000,30.1919,31.0000,0.0000,0.0000,82.0000,0.0000
18.6377,47.0000,0.0000,0.0000,29.9686,36.0000,0.0000,0.0000,70.0000,0.0000
26.2777,35.0000,0.0000,0.0000,51.0222,27.0000,0.0000,0.0000,32.0000,0.0000
62.8031,52.0000,0.0000,0.0000,172.1908,44.0000,0.0000,0.0000,12.0000,0.0000
76.3126,36.0000,0.0000,0.0000,200.0000,44.0000,0.0000,0.0000,5.0000,0.0000
57.2214,21.0000,0.0000,0.0000,200.0000,44.0000,0.0000,0.0000,0.0000,0.0000
68.0272,13.0000,0.0000,0.0000,200.0000,39.0000,0.0000,0.0000,0.0000,0.0000
151.1163,5.0000,0.0000,0.0000,200.0000,28.0000,0.0000,0.0000,0.0000,0.0000
361.3640,0.0000,0.0000,0.0000,200.0000,26.0000,0.0000,0.0000,0.0000,0.0000
475.5713,0.0000,0.0000,0.0000,200.0000,8.0000,0.0000,0.0000,0.0000,0.0000
325.6323,2.0000,0.0000,0.0000,200.0000,5.0000,0.0000,0.0000,0.0000,0.0000
92.0286,1.0000,0.0000,0.0000,200.0000,4.0000,0.0000,0.0000,0.0000,0.0000
10.6227,0.0000,0.0000,0.0000,200.0000,7.0000,0.0000,0.0000,1.0000,0.0000
21.8559,1.0000,0.0000,0.0000,200.0000,4.0000,0.0000,0.0000,0.0000,0.0000
14.2770,2.0000,0.0000,0.0000,200.0000,2.0000,0.0000,0.0000,0.0000,0.0000
7.5179,2.0000,0.0000,0.0000,200.0000,4.0000,0.0000,0.0000,0.0000,0.0000
11.7303,0.0000,0.0000,0.0000,125.3689,5.0000,0.0000,0.0000,0.0000,0.0000
9.6982,0.0000,0.0000,0.0000,34.8735,4.0000,0.0000,0.0000,0.0000,0.0000
8.4511,2.0000,0.0000,0.0000,18.2749,3.0000,0.0000,0.0000,0.0000,0.0000
10.1256,0.0000,0.0000,0.0000,4.7462,1.0000,0.0000,0.0000,0.0000,0.0000
9.7855,0.0000,0.0000,0.0000,11.1355,2.0000,0.0000,0.0000,0.0000,0.0000
9.4889,0.0000,0.0000,0.0000,12.2292,0.0000,0.0000,0.0000,1.0000,0.0000
9.8552,1.0000,0.0000,0.0000,8.2208,2.0000,0.0000,0.0000,0.0000,0.0000
9.6546,2.0000,0.0000,0.0000,10.1849,2.0000,0.0000,0.0000,0.0000,0.0000
9.6285,0.0000,0.0000,0.0000,10.3558,2.0000,0.0000,0.0000,0.0000,0.0000
9.6808,1.0000,0.0000,0.0000,9.5831,6.0000,0.0000,0.0000,0.0000,0.0000
9.5151,0.0000,0.0000,0.0000,10.5529,5.0000,0.0000,0.0000,0.0000,0.0000
9.5500,1.0000,0.0000,0.0000,10.3855,0.0000,0.0000,0.0000,0.0000,0.0000
9.6372,0.0000,0.0000,0.0000,9.7558,1.0000,0.0000,0.0000,0.0000,0.0000
9.5064,0.0000,0.0000,0.0000,9.7872,1.0000,0.0000,0.0000,0.0000,0.0000
9.5064,0.0000,0.0000,0.0000,9.7349,1.0000,0.0000,0.0000,1.0000,0.0000
9.4279,0.0000,0.0000,0.0000,9.5604,3.0000,0.0000,0.0000,0.0000,0.0000
9.4017,0.0000,0.0000,0.0000,9.6372,2.0000,0.0000,0.0000,0.0000,0.0000
9.4540,0.0000,0.0000,0.0000,9.7471,1.0000,0.0000,0.0000,0.0000,0.0000
9.4540,0.0000,0.0000,0.0000,9.8081,2.0000,0.0000,0.0000,0.0000,0.0000
9.5064,0.0000,0.0000,0.0000,9.8744,2.0000,0.0000,0.0000,0.0000,0.0000
9.5325,0.0000,0.0000,0.0000,9.8953,1.0000,0.0000,0.0000,1.0000,0.0000
9.5587,0.0000,0.0000,0.0000,9.8779,0.0000,0.0000,0.0000,0.0000,0.0000
9.5325,0.0000,0.0000,0.0000,9.8482,0.0000,0.0000,0.0000,0.0000,0.0000
9.4802,0.0000,0.0000,0.0000,9.7645,1.0000,0.0000,0.0000,0.0000,0.0000
9.5064,1.0000,0.0000,0.0000,9.7052,2.0000,0.0000,0.0000,0.0000,0.0000
9.4715,0.0000,0.0000,0.0000,9.7070,0.0000,0.0000,0.0000,0.0000,0.0000
9.4279,0.0000,0.0000,0.0000,9.6913,1.0000,0.0000,0.0000,0.0000,0.0000
9.4453,0.0000,0.0000,0.0000,9.7052,0.0000,0.0000,0.0000,0.0000,0.0000
9.4628,0.0000,0.0000,0.0000,9.7593,1.0000,0.0000,0.0000,0.0000,0.0000
9.4453,0.0000,0.0000,0.0000,9.8168,1.0000,0.0000,0.0000,0.0000,0.0000
9.4453,0.0000,0.0000,0.0000,9.7785,1.0000,0.0000,0.0000,0.0000,0.0000
9.4192,0.0000,0.0000,0.0000,9.7418,1.0000,0.0000,0.0000,0.0000,0.0000
9.4017,0.0000,0.0000,0.0000,9.7541,0.0000,0.0000,0.0000,0.0000,0.0000
9.4104,1.0000,0.0000,0.0000,9.7663,0.0000,0.0000,0.0000,0.0000,0.0000
9.4715,0.0000,0.0000,0.0000,9.7837,1.0000,0.0000,0.0000,0.0000,0.0000
