R18A1603.421260
U-C_VOL_ 16/10/2018 03:42:11 16/10/2018 03:42:11 0170 23.7534 38.0631 -7.2 135.0 15.0 1013.0
10.0 160.0 25.0  00.0 -10.0 00.2  00.0
0000014 0020 0000014 0000 10
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000014 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000014 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000014 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000014 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000014 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000014 4.3651 BC1
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000014 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000014 4.3651 BC1
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000014 4.3651 BC2
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000014 4.3651 BC2
0 (mV), 1 (counts), 2 (mV), 3 (counts), 4 (mV), 5 (counts), 6 (mV), 7 (counts), 8 (counts), 9 (counts)
9.4017,17.0000,0.0000,0.0000,9.7314,50.0000,0.0000,0.0000,21.0000,0.0000
9.4540,29.0000,0.0000,0.0000,9.7401,62.0000,0.0000,0.0000,23.0000,0.0000
9.4192,21.0000,0.0000,0.0000,9.7384,51.0000,0.0000,0.0000,25.0000,0.0000
9.4017,18.0000,0.0000,0.0000,9.7366,56.0000,0.0000,0.0000,17.0000,0.0000
9.4453,36.0000,0.0000,0.0000,9.7488,80.0000,0.0000,0.0000,47.0000,0.0000
9.2971,52.0000,0.0000,0.0000,9.7349,98.0000,0.0000,0.0000,69.0000,0.0000
9.5587,82.0000,0.0000,0.0000,9.7384,109.0000,0.0000,0.0000,92.0000,0.0000
9.6110,102.0000,0.0000,0.0000,9.7942,95.0000,0.0000,0.0000,94.0000,0.0000
9.5064,102.0000,0.0000,0.0000,9.7575,103.0000,0.0000,0.0000,101.0000,0.0000
9.6721,98.0000,0.0000,0.0000,10.4797,102.0000,0.0000,0.0000,93.0000,0.0000
10.4308,100.0000,0.0000,0.0000,12.5048,106.0000,0.0000,0.0000,93.0000,0.0000
10.6838,103.0000,0.0000,0.0000,13.4502,99.0000,0.0000,0.0000,100.0000,0.0000
10.6750,100.0000,0.0000,0.0000,13.2827,95.0000,0.0000,0.0000,90.0000,0.0000
11.3553,99.0000,0.0000,0.0000,14.2613,98.0000,0.0000,0.0000,104.0000,0.0000
12.7420,92.0000,0.0000,0.0000,21.4983,96.0000,0.0000,0.0000,93.0000,0.0000
17.0330,101.0000,0.0000,0.0000,46.6876,106.0000,0.0000,0.0000,99.0000,0.0000
30.8826,99.0000,0.0000,0.0000,92.4804,95.0000,0.0000,0.0000,97.0000,0.0000
52.6339,102.0000,0.0000,0.0000,143.9665,103.0000,0.0000,0.0000,96.0000,0.0000
72.3879,98.0000,0.0000,0.0000,189.3616,102.0000,0.0000,0.0000,97.0000,0.0000
90.6245,104.0000,0.0000,0.0000,200.0000,96.0000,0.0000,0.0000,92.0000,0.0000
107.5440,92.0000,0.0000,0.0000,200.0000,104.0000,0.0000,0.0000,102.0000,0.0000
119.3616,103.0000,0.0000,0.0000,200.0000,92.0000,0.0000,0.0000,95.0000,0.0000
126.9841,101.0000,0.0000,0.0000,200.0000,101.0000,0.0000,0.0000,100.0000,0.0000
133.1153,102.0000,0.0000,0.0000,200.0000,104.0000,0.0000,0.0000,100.0000,0.0000
134.7636,91.0000,0.0000,0.0000,200.0000,94.0000,0.0000,0.0000,99.0000,0.0000
134.6677,100.0000,0.0000,0.0000,200.0000,93.0000,0.0000,0.0000,93.0000,0.0000
137.2057,97.0000,0.0000,0.0000,200.0000,92.0000,0.0000,0.0000,101.0000,0.0000
135.3218,95.0000,0.0000,0.0000,200.0000,106.0000,0.0000,0.0000,103.0000,0.0000
132.6618,111.0000,0.0000,0.0000,200.0000,96.0000,0.0000,0.0000,100.0000,0.0000
135.0078,97.0000,0.0000,0.0000,200.0000,95.0000,0.0000,0.0000,100.0000,0.0000
135.1387,102.0000,0.0000,0.0000,200.0000,95.0000,0.0000,0.0000,100.0000,0.0000
129.5046,96.0000,0.0000,0.0000,200.0000,102.0000,0.0000,0.0000,91.0000,0.0000
126.6963,98.0000,0.0000,0.0000,200.0000,103.0000,0.0000,0.0000,104.0000,0.0000
127.4376,102.0000,0.0000,0.0000,200.0000,96.0000,0.0000,0.0000,100.0000,0.0000
126.2864,100.0000,0.0000,0.0000,200.0000,98.0000,0.0000,0.0000,91.0000,0.0000
123.1118,100.0000,0.0000,0.0000,200.0000,100.0000,0.0000,0.0000,99.0000,0.0000
118.3761,102.0000,0.0000,0.0000,200.0000,104.0000,0.0000,0.0000,108.0000,0.0000
115.4718,99.0000,0.0000,0.0000,200.0000,101.0000,0.0000,0.0000,97.0000,0.0000
111.1286,97.0000,0.0000,0.0000,200.0000,99.0000,0.0000,0.0000,96.0000,0.0000
105.2590,109.0000,0.0000,0.0000,200.0000,94.0000,0.0000,0.0000,94.0000,0.0000
99.4767,101.0000,0.0000,0.0000,200.0000,94.0000,0.0000,0.0000,100.0000,0.0000
94.1218,104.0000,0.0000,0.0000,199.5186,99.0000,0.0000,0.0000,99.0000,0.0000
94.9503,91.0000,0.0000,0.0000,198.0255,100.0000,0.0000,0.0000,95.0000,0.0000
92.9880,105.0000,0.0000,0.0000,196.2376,100.0000,0.0000,0.0000,101.0000,0.0000
86.0544,101.0000,0.0000,0.0000,192.7263,94.0000,0.0000,0.0000,94.0000,0.0000
82.6967,102.0000,0.0000,0.0000,184.5107,104.0000,0.0000,0.0000,94.0000,0.0000
81.1530,100.0000,0.0000,0.0000,175.6654,97.0000,0.0000,0.0000,97.0000,0.0000
77.8650,98.0000,0.0000,0.0000,169.8482,96.0000,0.0000,0.0000,99.0000,0.0000
74.4375,101.0000,0.0000,0.0000,165.0340,99.0000,0.0000,0.0000,87.0000,0.0000
73.3124,100.0000,0.0000,0.0000,159.5796,101.0000,0.0000,0.0000,97.0000,0.0000
71.6902,95.0000,0.0000,0.0000,152.7263,98.0000,0.0000,0.0000,96.0000,0.0000
67.9313,99.0000,0.0000,0.0000,145.6027,105.0000,0.0000,0.0000,96.0000,0.0000
65.0532,98.0000,0.0000,0.0000,140.3715,95.0000,0.0000,0.0000,99.0000,0.0000
62.6897,89.0000,0.0000,0.0000,134.0834,101.0000,0.0000,0.0000,96.0000,0.0000
60.4221,98.0000,0.0000,0.0000,125.7265,93.0000,0.0000,0.0000,87.0000,0.0000
57.8406,86.0000,0.0000,0.0000,121.5890,86.0000,0.0000,0.0000,91.0000,0.0000
54.3956,94.0000,0.0000,0.0000,118.5819,100.0000,0.0000,0.0000,99.0000,0.0000
52.9217,89.0000,0.0000,0.0000,112.5711,101.0000,0.0000,0.0000,96.0000,0.0000
52.2240,101.0000,0.0000,0.0000,107.7185,105.0000,0.0000,0.0000,95.0000,0.0000
50.2442,98.0000,0.0000,0.0000,104.2508,102.0000,0.0000,0.0000,90.0000,0.0000
47.9156,100.0000,0.0000,0.0000,101.2245,98.0000,0.0000,0.0000,88.0000,0.0000
47.9156,92.0000,0.0000,0.0000,98.7406,100.0000,0.0000,0.0000,102.0000,0.0000
48.4737,91.0000,0.0000,0.0000,94.7898,93.0000,0.0000,0.0000,93.0000,0.0000
45.8312,93.0000,0.0000,0.0000,90.8530,96.0000,0.0000,0.0000,90.0000,0.0000
43.1537,99.0000,0.0000,0.0000,88.2121,95.0000,0.0000,0.0000,89.0000,0.0000
42.0548,87.0000,0.0000,0.0000,84.7828,93.0000,0.0000,0.0000,100.0000,0.0000
39.4732,96.0000,0.0000,0.0000,81.2751,98.0000,0.0000,0.0000,89.0000,0.0000
38.1214,94.0000,0.0000,0.0000,78.4493,100.0000,0.0000,0.0000,91.0000,0.0000
39.3686,94.0000,0.0000,0.0000,75.6829,100.0000,0.0000,0.0000,91.0000,0.0000
38.9761,91.0000,0.0000,0.0000,75.2538,95.0000,0.0000,0.0000,79.0000,0.0000
37.4586,101.0000,0.0000,0.0000,74.2055,93.0000,0.0000,0.0000,92.0000,0.0000
36.6126,79.0000,0.0000,0.0000,70.1971,92.0000,0.0000,0.0000,90.0000,0.0000
34.6415,96.0000,0.0000,0.0000,67.9313,100.0000,0.0000,0.0000,84.0000,0.0000
32.9234,80.0000,0.0000,0.0000,66.1695,96.0000,0.0000,0.0000,83.0000,0.0000
32.8188,89.0000,0.0000,0.0000,62.5135,96.0000,0.0000,0.0000,94.0000,0.0000
32.0338,95.0000,0.0000,0.0000,61.6606,97.0000,0.0000,0.0000,86.0000,0.0000
31.6501,100.0000,0.0000,0.0000,59.7732,88.0000,0.0000,0.0000,83.0000,0.0000
31.6588,81.0000,0.0000,0.0000,56.4364,94.0000,0.0000,0.0000,85.0000,0.0000
29.8360,100.0000,0.0000,0.0000,55.4683,97.0000,0.0000,0.0000,94.0000,0.0000
29.0511,87.0000,0.0000,0.0000,54.0659,95.0000,0.0000,0.0000,83.0000,0.0000
28.0656,85.0000,0.0000,0.0000,52.2990,94.0000,0.0000,0.0000,93.0000,0.0000
26.7923,83.0000,0.0000,0.0000,50.8582,91.0000,0.0000,0.0000,84.0000,0.0000
27.3591,82.0000,0.0000,0.0000,50.1640,100.0000,0.0000,0.0000,85.0000,0.0000
26.9144,91.0000,0.0000,0.0000,49.5552,87.0000,0.0000,0.0000,88.0000,0.0000
26.3300,85.0000,0.0000,0.0000,48.0586,92.0000,0.0000,0.0000,90.0000,0.0000
26.5829,85.0000,0.0000,0.0000,46.5027,98.0000,0.0000,0.0000,90.0000,0.0000
25.5451,88.0000,0.0000,0.0000,45.1125,96.0000,0.0000,0.0000,84.0000,0.0000
24.5596,82.0000,0.0000,0.0000,45.0532,90.0000,0.0000,0.0000,87.0000,0.0000
25.0044,84.0000,0.0000,0.0000,46.3213,91.0000,0.0000,0.0000,74.0000,0.0000
24.6817,90.0000,0.0000,0.0000,45.7649,101.0000,0.0000,0.0000,77.0000,0.0000
23.6961,91.0000,0.0000,0.0000,43.3124,94.0000,0.0000,0.0000,80.0000,0.0000
23.0246,89.0000,0.0000,0.0000,41.8437,95.0000,0.0000,0.0000,80.0000,0.0000
21.5071,91.0000,0.0000,0.0000,40.3593,95.0000,0.0000,0.0000,71.0000,0.0000
21.9519,84.0000,0.0000,0.0000,39.4505,85.0000,0.0000,0.0000,75.0000,0.0000
23.1903,85.0000,0.0000,0.0000,39.4505,87.0000,0.0000,0.0000,82.0000,0.0000
22.5275,82.0000,0.0000,0.0000,39.1418,103.0000,0.0000,0.0000,81.0000,0.0000
22.2135,88.0000,0.0000,0.0000,38.7249,92.0000,0.0000,0.0000,85.0000,0.0000
21.1059,79.0000,0.0000,0.0000,38.1894,96.0000,0.0000,0.0000,72.0000,0.0000
20.1901,82.0000,0.0000,0.0000,37.5842,81.0000,0.0000,0.0000,81.0000,0.0000
20.1901,73.0000,0.0000,0.0000,36.2027,95.0000,0.0000,0.0000,73.0000,0.0000
20.4518,78.0000,0.0000,0.0000,33.6525,95.0000,0.0000,0.0000,77.0000,0.0000
20.3122,86.0000,0.0000,0.0000,32.7298,87.0000,0.0000,0.0000,76.0000,0.0000
19.4750,76.0000,0.0000,0.0000,33.0961,92.0000,0.0000,0.0000,73.0000,0.0000
19.5796,83.0000,0.0000,0.0000,32.5606,92.0000,0.0000,0.0000,70.0000,0.0000
19.1436,82.0000,0.0000,0.0000,32.0094,93.0000,0.0000,0.0000,75.0000,0.0000
18.3150,73.0000,0.0000,0.0000,32.1141,98.0000,0.0000,0.0000,68.0000,0.0000
18.5767,80.0000,0.0000,0.0000,32.0059,99.0000,0.0000,0.0000,74.0000,0.0000
18.5418,82.0000,0.0000,0.0000,31.3571,95.0000,0.0000,0.0000,77.0000,0.0000
18.3848,83.0000,0.0000,0.0000,31.0222,94.0000,0.0000,0.0000,68.0000,0.0000
18.2627,78.0000,0.0000,0.0000,30.5146,87.0000,0.0000,0.0000,78.0000,0.0000
18.5854,80.0000,0.0000,0.0000,29.4401,86.0000,0.0000,0.0000,72.0000,0.0000
