R18A1800.570008
U-C_VOL_ 18/10/2018 00:57:00 18/10/2018 00:57:00 0170 23.7534 38.0631 -4.6 82.0 15.0 1013.0
22.0 162.0 30.0  00.0 -10.0 00.2  00.0
0000014 0020 0000014 0000 10
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000014 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000014 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.p 0 0 09 000 12 000013 0.500 BT0
1 1 1 16380 1 0780 3.75 00355.p 0 0 00 000 00 000013 4.3651 BC0
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000014 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000014 4.3651 BC1
1 0 1 16380 1 0780 3.75 00355.s 0 0 09 000 12 000013 0.100 BT1
1 1 1 16380 1 0780 3.75 00355.s 0 0 00 000 00 000013 4.3651 BC1
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000014 4.3651 BC2
1 1 2 16380 1 0850 3.75 00387.o 0 0 00 000 00 000013 4.3651 BC2
0 (mV), 1 (counts), 2 (mV), 3 (counts), 4 (mV), 5 (counts), 6 (mV), 7 (counts), 8 (counts), 9 (counts)
8.8087,86.0000,0.0000,0.0000,9.3494,90.0000,0.0000,0.0000,32.0000,0.0000
8.7825,86.0000,0.0000,0.0000,9.3441,97.0000,0.0000,0.0000,41.0000,0.0000
8.7825,94.0000,0.0000,0.0000,9.3459,102.0000,0.0000,0.0000,38.0000,0.0000
8.8610,92.0000,0.0000,0.0000,9.3476,92.0000,0.0000,0.0000,26.0000,0.0000
8.8087,94.0000,0.0000,0.0000,9.3407,91.0000,0.0000,0.0000,33.0000,0.0000
8.7389,85.0000,0.0000,0.0000,9.3302,95.0000,0.0000,0.0000,45.0000,0.0000
8.8784,88.0000,0.0000,0.0000,9.3302,93.0000,0.0000,0.0000,65.0000,0.0000
8.9918,93.0000,0.0000,0.0000,9.3843,89.0000,0.0000,0.0000,65.0000,0.0000
10.4221,98.0000,0.0000,0.0000,11.3553,81.0000,0.0000,0.0000,82.0000,0.0000
21.4373,88.0000,0.0000,0.0000,35.3061,83.0000,0.0000,0.0000,86.0000,0.0000
36.2725,87.0000,0.0000,0.0000,86.6614,64.0000,0.0000,0.0000,84.0000,0.0000
32.8973,98.0000,0.0000,0.0000,98.9552,80.0000,0.0000,0.0000,93.0000,0.0000
25.2573,93.0000,0.0000,0.0000,73.1519,96.0000,0.0000,0.0000,84.0000,0.0000
26.1033,101.0000,0.0000,0.0000,68.0098,95.0000,0.0000,0.0000,91.0000,0.0000
25.3358,99.0000,0.0000,0.0000,76.1434,91.0000,0.0000,0.0000,87.0000,0.0000
26.5306,101.0000,0.0000,0.0000,97.2981,95.0000,0.0000,0.0000,91.0000,0.0000
45.9533,92.0000,0.0000,0.0000,173.7956,80.0000,0.0000,0.0000,93.0000,0.0000
90.0401,90.0000,0.0000,0.0000,192.8571,79.0000,0.0000,0.0000,90.0000,0.0000
138.5836,90.0000,0.0000,0.0000,192.8571,93.0000,0.0000,0.0000,90.0000,0.0000
176.5219,94.0000,0.0000,0.0000,192.8571,92.0000,0.0000,0.0000,90.0000,0.0000
173.9055,95.0000,0.0000,0.0000,192.8571,79.0000,0.0000,0.0000,92.0000,0.0000
140.2930,95.0000,0.0000,0.0000,192.8571,94.0000,0.0000,0.0000,88.0000,0.0000
122.1263,94.0000,0.0000,0.0000,192.8571,89.0000,0.0000,0.0000,89.0000,0.0000
105.7910,88.0000,0.0000,0.0000,192.8571,91.0000,0.0000,0.0000,93.0000,0.0000
87.1010,96.0000,0.0000,0.0000,192.8571,98.0000,0.0000,0.0000,87.0000,0.0000
94.1566,85.0000,0.0000,0.0000,192.8571,81.0000,0.0000,0.0000,92.0000,0.0000
93.9299,76.0000,0.0000,0.0000,192.8571,38.0000,0.0000,0.0000,89.0000,0.0000
78.2836,83.0000,0.0000,0.0000,192.8571,75.0000,0.0000,0.0000,89.0000,0.0000
84.5369,87.0000,0.0000,0.0000,192.4036,75.0000,0.0000,0.0000,89.0000,0.0000
94.0258,82.0000,0.0000,0.0000,192.8571,79.0000,0.0000,0.0000,90.0000,0.0000
81.2053,91.0000,0.0000,0.0000,192.8571,95.0000,0.0000,0.0000,92.0000,0.0000
70.8093,91.0000,0.0000,0.0000,191.5594,89.0000,0.0000,0.0000,91.0000,0.0000
66.2219,88.0000,0.0000,0.0000,181.1443,88.0000,0.0000,0.0000,82.0000,0.0000
58.1371,93.0000,0.0000,0.0000,165.0741,88.0000,0.0000,0.0000,86.0000,0.0000
71.3675,83.0000,0.0000,0.0000,166.4050,95.0000,0.0000,0.0000,91.0000,0.0000
135.4090,91.0000,0.0000,0.0000,192.3810,92.0000,0.0000,0.0000,89.0000,0.0000
149.9477,94.0000,0.0000,0.0000,192.8571,93.0000,0.0000,0.0000,87.0000,0.0000
83.7607,89.0000,0.0000,0.0000,192.8571,92.0000,0.0000,0.0000,95.0000,0.0000
54.4741,89.0000,0.0000,0.0000,187.0469,96.0000,0.0000,0.0000,85.0000,0.0000
49.9215,88.0000,0.0000,0.0000,145.6096,90.0000,0.0000,0.0000,89.0000,0.0000
37.1097,90.0000,0.0000,0.0000,108.6534,97.0000,0.0000,0.0000,84.0000,0.0000
36.8481,89.0000,0.0000,0.0000,97.4481,87.0000,0.0000,0.0000,90.0000,0.0000
38.9151,91.0000,0.0000,0.0000,102.8659,97.0000,0.0000,0.0000,76.0000,0.0000
34.5892,85.0000,0.0000,0.0000,92.7246,87.0000,0.0000,0.0000,92.0000,0.0000
34.3189,89.0000,0.0000,0.0000,86.9074,93.0000,0.0000,0.0000,85.0000,0.0000
35.4003,98.0000,0.0000,0.0000,90.4378,91.0000,0.0000,0.0000,82.0000,0.0000
33.3159,88.0000,0.0000,0.0000,86.5969,97.0000,0.0000,0.0000,84.0000,0.0000
32.3129,86.0000,0.0000,0.0000,80.9349,95.0000,0.0000,0.0000,84.0000,0.0000
32.7752,91.0000,0.0000,0.0000,78.5645,93.0000,0.0000,0.0000,78.0000,0.0000
32.2693,89.0000,0.0000,0.0000,77.1324,97.0000,0.0000,0.0000,82.0000,0.0000
31.1094,90.0000,0.0000,0.0000,74.0729,95.0000,0.0000,0.0000,83.0000,0.0000
31.1006,80.0000,0.0000,0.0000,71.0099,87.0000,0.0000,0.0000,92.0000,0.0000
30.3680,85.0000,0.0000,0.0000,69.1034,92.0000,0.0000,0.0000,90.0000,0.0000
28.9901,91.0000,0.0000,0.0000,67.3940,92.0000,0.0000,0.0000,83.0000,0.0000
28.2487,84.0000,0.0000,0.0000,66.5638,105.0000,0.0000,0.0000,81.0000,0.0000
27.2458,89.0000,0.0000,0.0000,63.2932,93.0000,0.0000,0.0000,68.0000,0.0000
